player,fname,lname,pname,pos1,pos2,height,weight,yob,forty,bench,vertical,broad,shuttle,cone,dpos,col,dv,start,cteam,posd,jnum,dcp
OB-0200,O.J.,Brigance,O.Brigance,LB,,72,236,1969,0,0,0,0,0,0,0,Rice,Southwest,1996,INA,INA,0,0
OB-0250,Omar,Brown,O.Brown,DB,,71,195,1988,0,0,0,0,0,0,0,Marshall,Conference USA (C-USA),2012,INA,INA,0,0
OB-0300,Orlando,Brown,O.Brown,OL,,79,360,1970,0,0,0,0,0,0,0,South Carolina State,Mid-Eastern Athletic (MEAC),1994,INA,INA,0,0
OC-0100,Oliver,Celestin,O.Celestin,DB,,72,207,1981,0,0,0,0,0,0,0,Texas Southern,Southwestern Athletic (SWAC),2004,INA,INA,0,0
OC-0150,Orson,Charles,O.Charles,TE,,74,250,1991,4.83,35,0,0,0,0,116,Georgia,Southeastern (SEC),2012,INA,INA,0,0
OC-0200,Oniel,Cousins,O.Cousins,OL,TE,76,315,1984,0,0,0,0,0,0,0,Texas-El Paso,Conference USA (C-USA),2011,INA,INA,0,0
OD-0100,Owen,Daniels,O.Daniels,TE,,75,250,1982,4.65,23,34.5,114,4.11,6.88,98,Wisconsin,Big Ten,2006,DEN,TE,81,1
OD-0200,Orleans,Darkwa,O.Darkwa,RB,,71,210,1992,4.5,15,37.5,124,4.29,6.9,0,Tulane,Conference USA (C-USA),2014,NYG,RB,26,4
OE-0100,Omar,Easy,O.Easy,RB,,74,245,1977,4.53,21,40,123,4.12,7.25,107,Penn State,Big Ten,2002,INA,INA,0,0
OF-0100,Orlando,Franklin,O.Franklin,OL,,77,316,1987,5.11,26,28.5,0,0,0,46,Miami (FL),Atlantic Coast (ACC),2011,SD,LG,74,1
OG-0100,Oronde,Gadsden,O.Gadsden,WR,,74,215,1971,0,0,0,0,0,0,0,Winston-Salem State,,1998,INA,INA,0,0
OG-0200,Omar,Gaither,O.Gaither,LB,,74,235,1984,4.78,23,37,115,4.32,7.31,168,Tennessee,Southeastern (SEC),2006,INA,INA,0,0
OG-0300,Olandis,Gary,O.Gary,RB,,71,218,1975,4.71,22,34,116,4.13,7.15,127,Georgia,Southeastern (SEC),1999,INA,INA,0,0
OG-0400,Oliver,Gibson,O.Gibson,DL,,74,304,1972,0,0,0,0,0,0,120,Notre Dame,FBS Independents,1995,INA,INA,0,0
OG-0500,Orantes,Grant,O.Grant,LB,,72,228,1979,0,0,0,0,0,0,219,Georgia,Southeastern (SEC),2000,INA,INA,0,0
OG-0600,Otis,Grigsby,O.Grigsby,DL,,75,260,1980,0,0,0,0,0,0,0,Kentucky,Southeastern (SEC),2007,INA,INA,0,0
OG-0700,Obum,Gwacham,O.Gwacham,DL,LB,77,246,1991,4.66,22,36,121,4.28,7.28,209,Oregon State,Pacific 12,2015,NO,LDE,58,3
OH-0100,Omari,Hand,O.Hand,DL,,76,265,1980,4.85,34,0,0,0,0,0,Tennessee,Southeastern (SEC),2003,INA,INA,0,0
OH-0200,Orien,Harris,O.Harris,DL,,75,300,1983,0,0,0,0,0,0,133,Miami (FL),Atlantic Coast (ACC),2006,INA,INA,0,0
OH-0300,Oliver,Hoyte,O.Hoyte,RB,,75,247,1984,0,0,0,0,0,0,0,North Carolina State,Atlantic Coast (ACC),2006,INA,INA,0,0
OH-0400,Otis,Hudson,O.Hudson,OL,,77,320,1986,0,0,0,0,0,0,0,Eastern Illinois,Ohio Valley,2011,INA,INA,0,0
OH-0500,Orlando,Huff,O.Huff,LB,,74,250,1978,4.7,16,0,0,0,0,104,Fresno State,Western Athletic,2001,INA,INA,0,0
OJ-0100,Olrick,Johnson,O.Johnson,LB,,72,244,1977,4.97,27,29.5,103,4.24,7.73,0,Florida A&M,Mid-Eastern Athletic (MEAC),1999,INA,INA,0,0
OJ-0200,Onrea,Jones,O.Jones,WR,,71,202,1983,0,0,0,0,0,0,0,Hampton,Mid-Eastern Athletic (MEAC),2010,INA,INA,0,0
OJ-0300,Omari,Jordan,O.Jordan,DL,,76,315,1978,0,0,0,0,0,0,0,Buffalo,Mid-American (MAC),2004,INA,INA,0,0
OK-0100,Ola,Kimrin,O.Kimrin,K,,75,230,1972,0,0,0,0,0,0,0,Texas-El Paso,Western Athletic,2004,INA,INA,0,0
OK-0200,Olin,Kreutz,O.Kreutz,OL,,74,292,1977,0,0,0,0,0,0,64,Washington,Pacific 10,1998,INA,INA,0,0
OL-0050,Orie,Lemon,O.Lemon,LB,,73,242,1987,4.87,27,30,113,4.4,7.45,0,Oklahoma State,Big 12,2011,INA,INA,0,0
OL-0100,Otis,Leverette,O.Leverette,DL,,78,278,1978,0,0,0,0,0,0,187,Alabama-Birmingham,Conference USA (C-USA),2001,INA,INA,0,0
OL-0200,Omare,Lowe,O.Lowe,DB,,73,196,1978,4.58,12,35.5,118,3.97,6.65,161,Washington,Pacific 10,2002,INA,INA,0,0
OM-0100,Olindo,Mare,O.Mare,K,,70,190,1973,0,0,0,0,0,0,0,Syracuse,Big East,1997,INA,INA,0,0
OM-0200,Owen,Marecic,O.Marecic,RB,,72,245,1988,4.87,22,28.5,102,4.56,7.1,124,Stanford,Pacific 10,2011,INA,INA,0,0
OM-0250,Onterio,McCalebb,O.McCalebb,DB,,70,170,1989,4.28,0,37,121,4.32,7.02,0,Auburn,Southeastern (SEC),2013,INA,INA,0,0
OM-0300,O.J.,McDuffie,O.McDuffie,WR,,70,194,1969,0,0,0,0,0,0,25,Penn State,FBS Independents,1993,INA,INA,0,0
OM-0400,Ovie,Mughelli,O.Mughelli,RB,,73,260,1980,4.73,0,31.5,114,4.32,7.78,134,Wake Forest,Atlantic Coast (ACC),2003,INA,INA,0,0
OM-0500,O.J.,Murdock,O.Murdock,WR,,71,200,1987,4.53,15,34.5,116,4.37,0,0,Fort Hays State,,2011,INA,INA,0,0
ON-0100,Ogemdi,Nwagbuo,O.Nwagbuo,DL,,76,300,1985,0,0,0,0,0,0,0,Michigan State,Big Ten,2009,INA,INA,0,0
OO-0100,Oren,O'Neal,O.O'Neal,RB,,72,243,1983,0,0,0,0,0,0,175,Arkansas State,Sun Belt,2007,INA,INA,0,0
OO-0200,Owamagbe,Odighizuwa,O.Odighizuwa,DL,,75,267,1992,4.56,25,39,127,4.19,7.36,74,UCLA,Pacific 12,2015,NYG,RES,58,4
OP-0100,Orlando,Pace,O.Pace,OL,,79,325,1975,0,0,0,0,0,0,1,Ohio State,Big Ten,1997,INA,INA,0,0
OP-0150,Olsen,Pierre,O.Pierre,DL,,77,299,1991,5.18,20,28.5,103,4.69,7.35,0,Miami (FL),Atlantic Coast (ACC),2015,ARI,PS,72,2
OP-0200,Owen,Pochman,O.Pochman,K,,72,180,1977,0,0,0,0,0,0,216,Brigham Young,Mountain West (MWC),2001,INA,INA,0,0
OR-0100,Oliver,Ross,O.Ross,OL,,77,317,1974,0,0,0,0,0,0,138,Iowa State,Big 12,1998,INA,INA,0,0
OR-0200,Orpheus,Roye,O.Roye,DL,,76,320,1973,0,0,0,0,0,0,200,Florida State,Atlantic Coast (ACC),1996,INA,INA,0,0
OR-0300,Orlando,Ruff,O.Ruff,LB,,75,250,1976,4.99,22,33,113,4.33,7.4,0,Furman,Southern,1999,INA,INA,0,0
OS-0100,O.J.,Santiago,O.Santiago,TE,,79,265,1974,0,0,0,0,0,0,70,Kent State,Mid-American (MAC),1997,INA,INA,0,0
OS-0200,Orlando,Scandrick,O.Scandrick,DB,,70,191,1987,4.32,0,33.5,125,0,6.83,143,Boise State,Western Athletic,2008,DAL,RES,32,1
OS-0300,Owen,Schmitt,O.Schmitt,RB,,74,247,1986,4.73,26,0,0,0,0,163,West Virginia,Big East,2008,INA,INA,0,0
OS-0400,O'Brien,Schofield,O.Schofield,LB,DL,74,242,1987,0,0,0,0,0,0,130,Wisconsin,Big Ten,2010,ATL,WLB,50,1
OS-0500,O.J.,Small,O.Small,WR,,73,223,1982,0,0,0,0,0,0,0,Florida,Southeastern (SEC),2005,INA,INA,0,0
OS-0600,Omar,Smith,O.Smith,OL,,74,295,1977,5.33,21,30,98,0,0,0,Kentucky,Southeastern (SEC),2002,INA,INA,0,0
OS-0700,Onterrio,Smith,O.Smith,RB,,70,214,1980,4.48,19,0,0,0,0,105,Oregon,Pacific 10,2003,INA,INA,0,0
OS-0800,Otis,Smith,O.Smith,DB,,71,198,1965,0,0,0,0,0,0,0,Missouri,Big Eight,1991,INA,INA,0,0
OS-0900,Olaniyi,Sobomehin,O.Sobomehin,RB,,73,230,1984,0,0,0,0,0,0,0,Portland State,Big Sky,2008,INA,INA,0,0
OS-1000,Omar,Stoutmire,O.Stoutmire,DB,,71,205,1974,0,0,0,0,0,0,224,Fresno State,Western Athletic,1997,INA,INA,0,0
OT-0100,Orlando,Thomas,O.Thomas,DB,,73,222,1972,0,0,0,0,0,0,42,Louisiana-Lafayette,Big West,1995,INA,INA,0,0
OT-0200,Odell,Thurman,O.Thurman,LB,,72,237,1983,4.62,23,34,0,4.28,7.35,48,Georgia,Southeastern (SEC),2005,INA,INA,0,0
OU-0100,Osi,Umenyiora,O.Umenyiora,DL,,75,255,1981,0,0,0,0,0,0,56,Troy,FBS Independents,2003,INA,INA,0,0
OV-0200,Olivier,Vernon,O.Vernon,DL,,74,268,1990,4.73,31,34.5,122,4.5,7.39,72,Miami (FL),Atlantic Coast (ACC),2012,MIA,RDE,50,1
PA-0100,Phillip,Adams,P.Adams,DB,,71,192,1988,0,0,0,0,0,0,224,South Carolina State,Mid-Eastern Athletic (MEAC),2010,ATL,LCB,20,2
PA-0200,P.J.,Alexander,P.Alexander,OL,,76,297,1978,5.38,0,29.5,102,4.73,7.9,0,Syracuse,Big East,2004,INA,INA,0,0
PA-0300,Prince,Amukamara,P.Amukamara,DB,,72,207,1989,4.38,15,38,128,4.08,6.97,19,Nebraska,Big 12,2011,NYG,RCB,20,2
PA-0400,Pat,Angerer,P.Angerer,LB,,72,235,1987,4.71,26,35,110,4.29,7.04,63,Iowa,Big Ten,2010,INA,INA,0,0
PA-0500,Phil,Armour,P.Armour,OL,,75,315,1976,5.53,23,30.5,100,4.59,7.63,0,North Texas,Big West,2000,INA,INA,0,0
PB-0100,Patrick,Bailey,P.Bailey,LB,,76,235,1985,0,0,0,0,0,0,0,Duke,Atlantic Coast (ACC),2008,INA,INA,0,0
PB-0150,Phil,Bates,P.Bates,WR,,73,220,1989,4.49,19,40.5,128,4.39,6.87,0,Ohio,Mid-American (MAC),2012,INA,INA,0,0
PB-0200,Pat,Batteaux,P.Batteaux,WR,,72,195,1978,0,0,0,0,0,0,0,Texas Christian,Western Athletic,2001,INA,INA,0,0
PB-0300,Peter,Bercich,P.Bercich,LB,,73,240,1971,0,0,0,0,0,0,211,Notre Dame,FBS Independents,1994,INA,INA,0,0
PB-0350,Philip,Blake,P.Blake,OL,,75,311,1985,5.17,22,29.5,105,4.65,7.86,108,Baylor,Big 12,2012,INA,INA,0,0
PB-0400,Patrick,Body,P.Body,DB,,74,201,1982,4.36,0,0,0,0,0,0,Toledo,Mid-American (MAC),2005,INA,INA,0,0
PB-0500,Phil,Bogle,P.Bogle,OL,,74,332,1979,0,0,0,0,0,0,0,New Haven,,2003,INA,INA,0,0
PB-0600,Peter,Boulware,P.Boulware,LB,DL,76,255,1974,0,0,0,0,0,0,4,Florida State,Atlantic Coast (ACC),1997,INA,INA,0,0
PB-0700,Patrick,Brown,P.Brown,OL,,77,310,1986,0,0,0,0,0,0,0,Central Florida,Conference USA (C-USA),2011,INA,INA,0,0
PB-0750,Preston,Brown,P.Brown,LB,,73,251,1992,4.78,23,34.5,116,4.26,6.98,73,Louisville,American Athletic,2014,BUF,MLB,52,1
PB-0800,Phillip,Buchanon,P.Buchanon,DB,,70,185,1980,0,0,0,0,0,0,17,Miami (FL),Big East,2002,INA,INA,0,0
PB-0900,Prescott,Burgess,P.Burgess,LB,,75,246,1984,4.82,19,32.5,106,4.31,7.01,207,Michigan,Big Ten,2007,INA,INA,0,0
PB-1000,Plaxico,Burress,P.Burress,WR,,77,226,1977,4.59,0,33,115,0,0,8,Michigan State,Big Ten,2000,INA,INA,0,0
PB-1100,Pierce,Burton,P.Burton,OL,,77,290,1991,5.25,26,33.5,102,4.81,7.53,0,Mississippi,Southeastern (SEC),2014,IND,PS,73,3
PC-0100,Paul,Carrington,P.Carrington,DL,,79,250,1982,0,0,0,0,0,0,0,Central Florida,Conference USA (C-USA),2006,INA,INA,0,0
PC-0200,Patrick,Chukwurah,P.Chukwurah,DL,LB,73,250,1979,0,0,0,0,0,0,157,Wyoming,Mountain West (MWC),2001,INA,INA,0,0
PC-0300,Pat,Chung,P.Chung,DB,,71,212,1987,4.49,25,34,119,0,0,34,Oregon,Pacific 10,2009,NE,SS,23,1
PC-0500,Phil,Clarke,P.Clarke,LB,,72,241,1977,0,0,0,0,0,0,0,Pittsburgh,Big East,1999,INA,INA,0,0
PC-0600,Patrick,Cobbs,P.Cobbs,RB,,69,210,1983,0,0,0,0,0,0,0,North Texas,Sun Belt,2006,INA,INA,0,0
PC-0650,Paul,Cornick,P.Cornick,OL,TE,77,310,1989,5.3,25,0,0,0,0,0,North Dakota State,Missouri Valley,2012,INA,INA,0,0
PC-0700,Phil,Costa,P.Costa,OL,,75,313,1987,0,0,0,0,0,0,0,Maryland,Atlantic Coast (ACC),2010,INA,INA,0,0
PC-0800,Perrish,Cox,P.Cox,DB,,71,190,1987,4.58,12,32.5,113,0,0,137,Oklahoma State,Big 12,2010,TEN,LCB,29,1
PC-0900,Patrick,Crayton,P.Crayton,WR,,72,205,1979,0,0,0,0,0,0,216,Northwestern Oklahoma State,,2004,INA,INA,0,0
PC-1000,Philip,Crosby,P.Crosby,RB,,72,242,1976,0,0,0,0,0,0,0,Tennessee,Southeastern (SEC),2001,INA,INA,0,0
PD-0100,Phillip,Daniels,P.Daniels,DL,,75,290,1973,0,0,0,0,0,0,99,Georgia,Southeastern (SEC),1996,INA,INA,0,0
PD-0150,Paul,Dawson,P.Dawson,LB,,72,235,1993,4.76,21,30,112,4.49,6.76,99,Texas Christian,Big 12,2015,CIN,WLB,47,3
PD-0200,Phil,Dawson,P.Dawson,K,,71,200,1975,0,0,0,0,0,0,0,Texas,Big 12,1998,SF,PK,9,1
PD-0300,Patrick,Dendy,P.Dendy,DB,,72,190,1982,0,0,0,0,0,0,0,Rice,Western Athletic,2005,INA,INA,0,0
PD-0400,Pat,Dennis,P.Dennis,DB,,72,207,1978,0,0,0,0,0,0,162,Louisiana-Monroe,FBS Independents,2000,INA,INA,0,0
PD-0450,Pierre,Desir,P.Desir,DB,,73,198,1990,4.52,11,35,133,4.3,6.86,127,Lindenwood,,2014,CLE,LCB,26,1
PD-0500,Pat,Devlin,P.Devlin,QB,,75,225,1988,4.81,0,33,116,4.32,7.08,0,Delaware,Colonial Athletic (CAA),2011,CLE,QB,0,3
PD-0600,Phillip,Dillard,P.Dillard,LB,,73,240,1986,4.65,0,31.5,106,4.43,7.16,115,Nebraska,Big 12,2010,INA,INA,0,0
PD-0700,Patrick,DiMarco,P.DiMarco,RB,,73,240,1989,0,0,0,0,0,0,0,South Carolina,Southeastern (SEC),2011,ATL,FB,42,1
PD-0800,Phillip,Dorsett,P.Dorsett,WR,,70,185,1993,4.28,13,37,129,4.03,6.85,29,Miami (FL),Atlantic Coast (ACC),2015,IND,RWR,15,2
PE-0100,Paul,Edinger,P.Edinger,K,,68,175,1978,0,0,0,0,0,0,174,Michigan State,Big Ten,2000,INA,INA,0,0
PE-0150,Patrick,Edwards,P.Edwards,WR,,69,175,1988,4.58,0,0,0,0,0,0,Houston,Conference USA (C-USA),2012,INA,INA,0,0
PE-0170,Pannel,Egboh,P.Egboh,DL,,78,287,1986,0,0,0,0,0,0,0,Stanford,Pacific 12,2011,INA,INA,0,0
PE-0200,Percy,Ellsworth,P.Ellsworth,DB,,74,225,1974,0,0,0,0,0,0,0,Virginia,Atlantic Coast (ACC),1996,INA,INA,0,0
PE-0300,Paul,Ernster,P.Ernster,K,,72,217,1982,0,0,0,0,0,0,239,Northern Arizona,Big Sky,2005,INA,INA,0,0
PE-0400,Patrick,Estes,P.Estes,OL,,78,268,1983,0,0,0,0,0,0,248,Virginia,Atlantic Coast (ACC),2005,INA,INA,0,0
PF-0100,Paul,Fanaika,P.Fanaika,OL,,77,327,1986,5.48,15,0,0,0,0,0,Arizona State,Pacific 10,2009,KC,RES,74,3
PF-0200,P.J.,Fleck,P.Fleck,WR,,70,191,1980,0,0,0,0,0,0,0,Northern Illinois,Mid-American (MAC),2004,INA,INA,0,0
PG-0050,Phillip,Gaines,P.Gaines,DB,,72,193,1991,4.31,11,36.5,122,4.04,6.62,87,Rice,Conference USA (C-USA),2014,KC,RES,23,5
PG-0100,Pierre,Garcon,P.Garcon,WR,,72,210,1986,4.42,20,36.5,125,4.19,6.9,205,Mount Union,,2008,WAS,LWR,88,1
PG-0200,Phil,Glover,P.Glover,LB,,71,241,1975,4.69,26,36.5,121,4.36,7.67,222,Utah,Western Athletic,1999,INA,INA,0,0
PG-0300,Paul,Grasmanis,P.Grasmanis,DL,,75,298,1974,0,0,0,0,0,0,116,Notre Dame,FBS Independents,1996,INA,INA,0,0
PH-0100,Phil,Hansen,P.Hansen,DL,,77,278,1968,0,0,0,0,0,0,54,North Dakota State,,1991,INA,INA,0,0
PH-0200,Patrick,Hape,P.Hape,RB,TE,76,262,1974,0,0,0,0,0,0,137,Alabama,Southeastern (SEC),1997,INA,INA,0,0
PH-0300,Parys,Haralson,P.Haralson,DL,LB,73,255,1984,4.8,24,32,115,4.28,7.38,140,Tennessee,Southeastern (SEC),2006,INA,INA,0,0
PH-0400,Percy,Harvin,P.Harvin,WR,,71,184,1988,4.39,19,0,0,0,0,22,Florida,Southeastern (SEC),2009,BUF,RES,18,4
PH-0450,Paul,Hazel,P.Hazel,DL,LB,77,227,1990,4.55,11,34.5,128,4.4,6.99,0,Western Michigan,Mid-American (MAC),2013,INA,INA,0,0
PH-0500,Peyton,Hillis,P.Hillis,RB,,73,250,1986,4.64,26,30.5,117,0,7.15,227,Arkansas,Southeastern (SEC),2008,INA,INA,0,0
PH-0600,Priest,Holmes,P.Holmes,RB,,69,213,1973,0,0,0,0,0,0,0,Texas,Big 12,1997,INA,INA,0,0
PH-0700,Paul,Hubbard,P.Hubbard,WR,,75,214,1985,4.49,0,29.5,126,0,0,0,Wisconsin,Big Ten,2010,INA,INA,0,0
PH-0800,Phillip,Hunt,P.Hunt,DL,LB,74,260,1986,0,0,0,0,0,0,0,Houston,Conference USA (C-USA),2009,INA,INA,0,0
PH-0900,Pete,Hunter,P.Hunter,DB,,74,212,1980,0,0,0,0,0,0,168,Virginia Union,,2002,INA,INA,0,0
PI-0100,Paul,Irons,P.Irons,TE,,74,242,1982,0,0,0,0,0,0,0,Florida State,Atlantic Coast (ACC),2005,INA,INA,0,0
PI-0200,Pete,Ittersagen,P.Ittersagen,DB,,70,191,1985,0,0,0,0,0,0,0,Wheaton,,2010,INA,INA,0,0
PJ-0100,Patrick,Jeffers,P.Jeffers,WR,,75,217,1973,0,0,0,0,0,0,159,Virginia,Atlantic Coast (ACC),1996,INA,INA,0,0
PJ-0200,Peria,Jerry,P.Jerry,DL,,74,290,1984,0,0,0,0,0,0,24,Mississippi,Southeastern (SEC),2009,INA,INA,0,0
PJ-0300,Pat,Johnson,P.Johnson,WR,,70,186,1976,0,0,0,0,0,0,42,Oregon,Pacific 10,1998,INA,INA,0,0
PK-0100,Pete,Kendall,P.Kendall,OL,,77,279,1973,0,0,0,0,0,0,21,Boston College,Big East,1996,INA,INA,0,0
PK-0200,Patrick,Kerney,P.Kerney,DL,,77,273,1976,4.72,21,31,111,4.42,7.45,30,Virginia,Atlantic Coast (ACC),1999,INA,INA,0,0
PK-0250,Peter,Konz,P.Konz,OL,,77,315,1989,5.16,18,0,0,0,0,55,Wisconsin,Big Ten,2012,INA,INA,0,0
PK-0300,Paul,Kruger,P.Kruger,DL,LB,76,270,1986,4.83,24,32.5,108,4.47,7.52,57,Utah,Mountain West (MWC),2009,CLE,OLB,99,1
PL-0050,Paul,Lasike,P.Lasike,RB,,71,235,1990,4.73,0,31,110,4.33,7.23,0,Brigham Young,FBS Independents,2015,CHI,PS,47,2
PL-0100,Pat,Lee,P.Lee,DB,,72,194,1984,4.41,15,31,120,4.3,7.07,60,Auburn,Southeastern (SEC),2008,INA,INA,0,0
PL-0200,Paris,Lenon,P.Lenon,LB,,74,240,1977,0,0,0,0,0,0,0,Richmond,Atlantic 10,2002,INA,INA,0,0
PL-0250,Patrick,Lewis,P.Lewis,OL,,73,311,1991,5.3,25,29,96,4.93,8.01,0,Texas A&M,Southeastern (SEC),2013,SEA,C,65,1
PL-0300,Phil,Loadholt,P.Loadholt,OL,,80,343,1986,5.49,24,29,95,5.06,8.18,54,Oklahoma,Big 12,2009,MIN,RES,71,2
PM-0050,Phillip,Manley,P.Manley,OL,,77,309,1990,0,0,0,0,0,0,0,Toledo,Mid-American (MAC),2012,INA,INA,0,0
PM-0100,Patrick,Mannelly,P.Mannelly,OL,,77,265,1975,0,0,0,0,0,0,189,Duke,Atlantic Coast (ACC),1998,INA,INA,0,0
PM-0200,Peyton,Manning,P.Manning,QB,,77,230,1976,0,0,0,0,0,0,1,Tennessee,Southeastern (SEC),1998,DEN,QB,18,3
PM-0300,Pat,McAfee,P.McAfee,K,,73,220,1987,0,0,0,0,0,0,222,West Virginia,Big East,2009,IND,P,1,1
PM-0400,Phil,McGeoghan,P.McGeoghan,WR,,74,224,1979,0,0,0,0,0,0,0,Maine,Atlantic 10,2001,INA,INA,0,0
PM-0500,Pernell,McPhee,P.McPhee,DL,LB,75,280,1988,4.91,20,28.5,107,4.59,7.13,165,Mississippi State,Southeastern (SEC),2011,CHI,LOLB,92,1
PM-0600,Pat,McQuistan,P.McQuistan,OL,,78,317,1983,0,0,0,0,0,0,211,Weber State,Big Sky,2006,INA,INA,0,0
PM-0700,Paul,McQuistan,P.McQuistan,OL,,78,315,1983,5.07,28,29.5,110,4.65,7.72,69,Weber State,Big Sky,2006,INA,INA,0,0
PM-0800,Phillip,Merling,P.Merling,DL,LB,76,315,1985,0,0,0,0,0,0,32,Clemson,Atlantic Coast (ACC),2008,INA,INA,0,0
PM-0850,Patrick,Miller,P.Miller,OL,,79,290,1993,5.14,16,27.5,106,4.84,7.97,0,Auburn,Southeastern (SEC),2015,INA,INA,0,0
PM-0900,Prince,Miller,P.Miller,DB,,68,198,1988,0,0,0,0,0,0,0,Georgia,Southeastern (SEC),2010,INA,INA,0,0
PM-1000,Paul,Miranda,P.Miranda,DB,,70,182,1976,4.42,11,40.5,125,4.1,7.18,96,Central Florida,FBS Independents,1999,INA,INA,0,0
PM-1100,Pete,Mitchell,P.Mitchell,TE,,74,243,1971,0,0,0,0,0,0,122,Boston College,Big East,1995,INA,INA,0,0
PM-1200,Pete,Monty,P.Monty,LB,,74,250,1974,0,0,0,0,0,0,103,Wisconsin,Big Ten,1997,INA,INA,0,0
PM-1300,Patrick,Murray,P.Murray,K,,67,182,1991,0,8,0,0,0,0,0,Fordham,,2014,TB,RES,7,4
PO-0050,Pat,O'Donnell,P.O'Donnell,K,,76,220,1991,4.64,23,30.5,120,0,0,191,Miami (FL),Atlantic Coast (ACC),2014,CHI,P,16,1
PO-0100,Paul,Oliver,P.Oliver,DB,,72,208,1984,0,0,0,0,0,0,0,Georgia,Southeastern (SEC),2008,INA,INA,0,0
PO-0150,Patrick,Omameh,P.Omameh,OL,,76,305,1989,5.25,22,27,107,4.66,7.94,0,Michigan,Big Ten,2013,CHI,LG,65,2
PO-0200,Phil,Ostrowski,P.Ostrowski,OL,,76,291,1975,0,0,0,0,0,0,151,Penn State,Big Ten,1999,INA,INA,0,0
PP-0100,Preston,Parker,P.Parker,WR,,71,195,1987,0,0,0,0,0,0,0,North Alabama,,2010,INA,INA,0,0
PP-0200,Preston,Parsons,P.Parsons,QB,,76,235,1979,0,0,0,0,0,0,0,Northern Arizona,Big Sky,2002,INA,INA,0,0
PP-0300,Patrick,Pass,P.Pass,RB,,70,217,1977,0,0,0,0,0,0,239,Georgia,Southeastern (SEC),2000,INA,INA,0,0
PP-0400,Patrick,Peterson,P.Peterson,DB,,72,219,1990,4.31,15,38,0,4.07,6.58,5,LSU,Southeastern (SEC),2011,ARI,LCB,21,1
PP-0500,Perry,Phenix,P.Phenix,DB,,71,210,1974,0,0,0,0,0,0,0,Southern Mississippi,Conference USA (C-USA),1998,INA,INA,0,0
PP-0600,Pete,Pierson,P.Pierson,OL,,77,314,1971,0,0,0,0,0,0,136,Washington,Pacific 10,1995,INA,INA,0,0
PP-0700,P.J.,Pope,P.Pope,RB,,69,212,1984,0,0,0,0,0,0,0,Bowling Green,Mid-American (MAC),2006,INA,INA,0,0
PP-0800,Paul,Posluszny,P.Posluszny,LB,,74,238,1984,4.7,22,37,116,4.2,6.94,34,Penn State,Big Ten,2007,JAC,MLB,51,1
PP-0900,Paul,Pratt,P.Pratt,DB,,70,185,1985,0,0,0,0,0,0,0,UNLV,Mountain West (MWC),2010,INA,INA,0,0
PP-1000,Peerless,Price,P.Price,WR,,71,190,1976,4.55,0,35,116,4.09,7.28,53,Tennessee,Southeastern (SEC),1999,INA,INA,0,0
PP-1100,Pierson,Prioleau,P.Prioleau,DB,LB,71,188,1977,4.55,18,42,134,3.97,7.28,110,Virginia Tech,Big East,1999,INA,INA,0,0
PR-0100,Patrick,Ramsey,P.Ramsey,QB,,74,225,1979,5.24,0,33.5,0,4.09,7.12,32,Tulane,Conference USA (C-USA),2002,INA,INA,0,0
PR-0150,Paul,Richardson,P.Richardson,WR,,72,175,1992,4.33,0,38,124,4.23,6.98,45,Colorado,Pacific 12,2014,SEA,RES,10,2
PR-0200,Perry,Riley,P.Riley,LB,,73,238,1986,4.69,0,35.5,119,4.25,6.97,103,LSU,Southeastern (SEC),2010,WAS,RILB,56,2
PR-0300,Philip,Rivers,P.Rivers,QB,,77,228,1981,5.08,0,0,0,0,0,4,North Carolina State,Atlantic Coast (ACC),2004,SD,QB,17,1
PR-0400,Patrick,Robinson,P.Robinson,DB,,71,190,1987,4.46,15,39,122,0,6.78,32,Florida State,Atlantic Coast (ACC),2010,SD,RCB,26,2
PS-0100,P.K.,Sam,P.Sam,WR,,75,210,1983,4.54,0,34.5,0,0,7.05,164,Florida State,Atlantic Coast (ACC),2004,INA,INA,0,0
PS-0125,Patrick,Scales,P.Scales,LS,,76,248,1988,5.08,14,29,106,4.57,7.61,0,Utah State,Western Athletic,2011,CHI,LS,48,1
PS-0150,Pat,Schiller,P.Schiller,LB,,74,235,1988,0,0,0,0,0,0,0,Northern Illinois,Mid-American (MAC),2012,INA,INA,0,0
PS-0175,Prince,Shembo,P.Shembo,LB,,73,253,1991,4.66,26,38.5,122,4.31,7.29,139,Notre Dame,FBS Independents,2014,INA,INA,0,0
PS-0200,Paul,Shields,P.Shields,RB,,73,238,1976,0,0,0,0,0,0,0,Arizona,Pacific 10,1999,INA,INA,0,0
PS-0300,Pat,Sims,P.Sims,DL,,74,325,1985,5.06,20,27,0,0,0,77,Auburn,Southeastern (SEC),2008,CIN,NT,92,2
PS-0350,Phillip,Sims,P.Sims,QB,,72,214,1992,4.95,0,31,103,4.8,7.72,0,Winston-Salem State,,2015,INA,INA,0,0
PS-0400,Peter,Sirmon,P.Sirmon,LB,,74,237,1977,4.84,20,34.5,115,4.27,7.21,128,Oregon,Pacific 10,2000,INA,INA,0,0
PS-0500,Paul,Smith,P.Smith,RB,,71,234,1978,4.65,25,0,0,0,0,132,Texas-El Paso,Western Athletic,2000,INA,INA,0,0
